freq_Hz,V_1000_ohm_V,P_1000_ohm_mW,V_4400_ohm_V,P_4400_ohm_mW,V_10000_ohm_V,P_10000_ohm_mW,V_41800_ohm_V,P_41800_ohm_mW,V_1e+06_ohm_V,P_1e+06_ohm_mW
40.0,0.28486372717801284,0.08114734306174932,1.2378310477758907,0.3482331142813544,2.687590510029477,0.7223142749600504,6.860770379784108,1.126080626892894,8.504372341167704,0.07232434891721826
40.02002503128911,0.2856566231894824,0.08159970637201792,1.2412260967460886,0.35014595982807517,2.694621818627887,0.7260986745425461,6.873393138726682,1.130228067930503,8.516385867366646,0.07252882824188234
40.040050062578224,0.286453523534014,0.08205562114505191,1.2446379619962211,0.352073558282297,2.7016860267337686,0.7299107387048498,6.886059494353857,1.134397496645476,8.528440439157572,0.07273429632425821
40.06007509386733,0.28725445893454526,0.08251512417777836,1.2480667695473189,0.3540160593746092,2.7087833651817834,0.7337507319485548,6.898769673834203,1.1385890672874277,8.540536262593589,0.07294075965267606
40.08010012515645,0.28805946042793285,0.08297825274203181,1.251512646671768,0.35597361472258493,2.7159140669247694,0.7376189218919842,6.911523905832537,1.1428029354281015,8.552673545111052,0.07314822476924245
40.10012515644556,0.28886855936895856,0.08344504459189753,1.2549757219087447,0.3579463778591761,2.7230783670575156,0.7415155793136625,6.924322420521526,1.1470392579745714,8.564852495541132,0.07335669827037715
40.120150187734666,0.2896817874344002,0.08391553797118903,1.2584561250798927,0.35993450426161333,2.7302765028408893,0.7454409781965077,6.937165449593491,1.1512981931826234,8.577073324121578,0.07356618680735798
40.14017521902378,0.2904991766271628,0.08438977162105953,1.2619539873052241,0.36193815138080765,2.7375087137262533,0.7493953957727165,6.950053226272209,1.1555799006702567,8.589336242508551,0.07377669708687093
40.16020025031289,0.291320759280473,0.08486778478775131,1.2654694410192497,0.36395747867126643,2.7447752413802022,0.7533791125693748,6.962985985324886,1.159884541431358,8.601641463788548,0.07398823587156639
40.180225281602006,0.2921465680621419,0.08534961723048771,1.2690026199873667,0.3659926476215457,2.7520763297096624,0.7573924124548206,6.975963963074225,1.1642122778495274,8.613989202490563,0.07420080998062399
40.200250312891114,0.29297663597888673,0.08583530922950511,1.2725536593224598,0.36804382178522344,2.7594122248872623,0.7614355826857271,6.9889873974105265,1.1685632737120375,8.626379674598192,0.07441442629032081
40.22027534418022,0.2938109963807284,0.08632490159423639,1.2761226955017873,0.37011116681244255,2.7667831753771095,0.7655089139549841,7.002056527804021,1.172937694223993,8.638813097562055,0.07462909173460971
40.24030037546934,0.29464968296545024,0.08681843567164034,1.2797098663840865,0.3721948504819947,2.7741894319608598,0.7696127004403317,7.015171595317203,1.1773357060226153,8.651289690312195,0.07484481330570207
40.26032540675845,0.2954927297831288,0.08731595335468517,1.2833153112269478,0.3742950427339813,2.781631247764139,0.773747239853788,7.02833284261728,1.1817574771916912,8.66380967327067,0.07506159805465842
40.28035043804756,0.29634017124073736,0.08781749709098954,1.286939170704458,0.3764119157030632,2.7891088782833493,0.7779128334919002,7.0415405139888,1.186203177276212,8.67637326836428,0.07527945309198626
40.30037546933667,0.29719204210681693,0.08832310989162005,1.2905815869250854,0.37854564375228905,2.796622581412787,0.782109786286792,7.054794855346304,1.1906729772971456,8.688980699037378,0.0754983855882441
40.32040050062578,0.2980483775162265,0.08883283534005505,1.2942427034498643,0.38069640350754846,2.804172617472169,0.7863384068580714,7.068096114247146,1.195167049766402,8.701632190264876,0.07571840277465389
40.340425531914896,0.29890921297496276,0.08934671760131165,1.2979226653108271,0.3828643738926276,2.811759249234489,0.7905990075655697,7.0814445399043855,1.199685568701953,8.714327968565323,0.07593951194371981
40.360450563204004,0.29977458436505805,0.08986480143124331,1.3016216190297287,0.3850497361649028,2.819382741954268,0.7948919045629566,7.094840383199809,1.2042287096431294,8.727068262014145,0.07616172044985457
40.38047559449311,0.3006445279495577,0.09038713218601238,1.305339712637055,0.3872526739516794,2.827043363396184,0.7992174178522409,7.108283896697071,1.208796649666098,8.739853300257037,0.07638503571001383
40.40050062578223,0.3015190803775733,0.09091375583173751,1.30907709569132,0.3894733732871867,2.8347413838640905,0.80357587133917,7.121775334654935,1.2133895673995074,8.75268331452348,0.07660946520433774
